value,name,national_desc,nato_desc,comm_designation_desc,deleted,new,SISO
10,EMITTER_1RL138,1RL138,0,0,0,0,0
45,EMITTER_1226_DECCA_MIL,1226 DECCA MIL,0,0,0,0,0
80,EMITTER_9GR400,9GR400,0,0,0,0,0
90,EMITTER_9GR600,9GR600,0,0,0,0,0
135,EMITTER_9LV_200_TA,9LV 200 TA,0,0,0,0,0
180,EMITTER_9LV_200_TV,9LV 200 TV,0,0,0,0,0
225,EMITTER_A310Z,0,A310Z,0,0,0,0
270,EMITTER_A325A,0,A325A,0,0,0,0
315,EMITTER_A346Z,0,A346Z,0,0,0,0
360,EMITTER_A353B,0,A353B,0,0,0,0
405,EMITTER_A372A,0,A372A,0,0,0,0
450,EMITTER_A372B,0,A372B,0,0,0,0
495,EMITTER_A372C,0,A372C,0,0,0,0
540,EMITTER_A377A,0,A377A,0,0,0,0
585,EMITTER_A377B,0,A377B,0,0,0,0
630,EMITTER_A380Z,0,A380Z,0,0,0,0
675,EMITTER_A381Z,0,A381Z,0,0,0,0
720,EMITTER_A398Z,0,A398Z,0,0,0,0
765,EMITTER_A403Z,0,A403Z,0,0,0,0
810,EMITTER_A409A,0,A409A,0,0,0,0
855,EMITTER_A418A,0,A418A,0,0,0,0
900,EMITTER_A419Z,0,A419Z,0,0,0,0
945,EMITTER_A429Z,0,A429Z,0,0,0,0
990,EMITTER_A432Z,0,A432Z,0,0,0,0
1035,EMITTER_A434Z,0,A434Z,0,0,0,0
1080,EMITTER_A401A,0,A401A,0,0,0,0
1095,EMITTER_AA_12_SEEKER,AA-12 Seeker,0,0,0,0,0
1100,EMITTER_AGAVE,Agave,0,0,0,0,0
1125,EMITTER_AGRION_15,AGRION 15,0,0,0,0,0
1170,EMITTER_AI_MK_23,AI MK 23,0,0,0,0,0
1215,EMITTER_AIDA_II,AIDA II,0,0,0,0,0
1260,EMITTER_ALBATROS_MK2,Albatros MK2,0,0,0,0,0
1280,EMITTER_BOX_SPRING,1L13-3 (55G6),Box Spring,0,0,0,0
1282,EMITTER_BOX_SPRING_B,1L13-3 (55G6),Box Spring B,0,0,0,0
1305,EMITTER_ANA_SPS_502,ANA SPS 502,0,0,0,0,0
1350,EMITTER_ANRITSU_ELECTRIC_AR_30A,ANRITSU Electric AR-30A,0,0,0,0,0
1395,EMITTER_ANTILOPE_V,Antilope V,0,0,0,0,0
1400,EMITTER_AN_ALE_50,AN/ALE-50,0,0,0,0,0
1410,EMITTER_AN_ALQ_76,AN/ALQ-76,0,0,0,1,1
1440,EMITTER_AN_ALQ_99,AN/ALQ-99,0,0,0,0,0
1485,EMITTER_AN_ALQ_100,AN/ALQ-100,0,0,0,0,0
1530,EMITTER_AN_ALQ_101,AN/ALQ-101,0,0,0,0,0
1575,EMITTER_AN_ALQ_119,AN/ALQ-119,0,0,0,0,0
1585,EMITTER_AN_ALQ_122,AN/ALQ-122,0,0,0,0,0
1620,EMITTER_AN_ALQ_126A,AN/ALQ-126A,0,0,0,0,0
1626,EMITTER_AN_ALQ_131,AN/ALQ-131,0,0,0,0,0
1628,EMITTER_AN_ALQ_135C_D,AN/ALQ-135C/D,0,0,0,0,0
1630,EMITTER_AN_ALQ_144AV3,AN/ALQ-144A(V)3,0,0,0,0,0
1632,EMITTER_AN_ALQ_153,AN/ALQ-153,0,0,0,0,0
1634,EMITTER_AN_ALQ_155,AN/ALQ-155,0,0,0,0,0
1636,EMITTER_AN_ALQ_161_A,AN/ALQ-161/A,0,0,0,0,0
1638,EMITTER_AN_ALQ_162,AN/ALQ-162 (see 39210),0,0,0,0,0
1639,EMITTER_AN_ALQ_164,AN/ALQ-164,0,0,0,1,1
1640,EMITTER_AN_ALQ_165,AN/ALQ-165,0,0,0,0,0
1642,EMITTER_AN_ALQ_167,AN/ALQ-167,0,0,0,0,0
1643,EMITTER_AN_ALQ_172V1,AN/ALQ-172(V)1,0,0,0,1,1
1644,EMITTER_AN_ALQ_172V2,AN/ALQ-172(V)2,0,0,0,0,0
1645,EMITTER_AN_ALQ_172V3,AN/ALQ-172(V)3,0,0,0,1,1
1646,EMITTER_AN_ALQ_176,AN/ALQ-176,0,0,0,0,0
1648,EMITTER_AN_ALQ_184,AN/ALQ-184,0,0,0,0,0
1649,EMITTER_AN_ALQ_184V9,AN/ALQ-184(V)9,0,0,0,1,1
1650,EMITTER_AN_ALQ_188,AN/ALQ-188,0,0,0,0,0
1651,EMITTER_AN_ALQ_214,AN/ALQ-214,0,0,0,1,1
1652,EMITTER_AN_ALR_56,AN/ALR-56,0,0,0,0,0
1653,EMITTER_AN_ALQ_221,AN/ALQ-221,0,0,0,1,1
1654,EMITTER_AN_ALR_69,AN/ALR-69,0,0,0,0,0
1656,EMITTER_AN_ALT_16A,AN/ALT-16A,0,0,0,0,0
1658,EMITTER_AN_ALT_28,AN/ALT-28,0,0,0,0,0
1660,EMITTER_AN_ALT_32A,AN/ALT-32A,0,0,0,0,0
1665,EMITTER_AN_APD_10,AN/APD-10,0,0,0,0,0
1710,EMITTER_AN_APG_53,AN/APG-53,0,0,0,0,0
1755,EMITTER_AN_APG_59,AN/APG-59,0,0,0,0,0
1800,EMITTER_AN_APG_63AB,AN/APG-63AB,0,0,0,0,0
1805,EMITTER_AN_APG_63V1_C,AN/APG-63(V)1 C,0,0,0,0,0
1807,EMITTER_AN_APG_63V2,AN/APG-63(V)2,0,0,0,0,0
1809,EMITTER_AN_APG_63V3,AN/APG-63(V)3,0,0,0,0,0
1845,EMITTER_AN_APG_65,AN/APG-65,0,0,0,0,0
1870,EMITTER_AN_APG_66,AN/APG-66,0,0,0,0,0
1890,EMITTER_AN_APG_68,AN/APG-68,0,0,0,0,0
1935,EMITTER_AN_APG_70,AN/APG-70,0,0,0,0,0
1945,EMITTER_AN_APG_73,AN/APG-73,0,0,0,0,0
1960,EMITTER_AN_APG_77,AN/APG-77,0,0,0,0,0
1970,EMITTER_AN_APG_78,AN/APG-78,0,0,0,0,0
1971,EMITTER_AN_APG_79,AN/APG-79,0,0,0,1,1
1980,EMITTER_AN_APG_502,AN/APG-502,0,0,0,0,0
2025,EMITTER_AN_APN_1,AN/APN-1,0,0,0,0,0
2070,EMITTER_AN_APN_22,AN/APN-22,0,0,0,0,0
2115,EMITTER_AN_APN_59,AN/APN-59,0,0,0,0,0
2160,EMITTER_AN_APN_69,AN/APN-69,0,0,0,0,0
2205,EMITTER_AN_APN_81,AN/APN-81,0,0,0,0,0
2250,EMITTER_AN_APN_117,AN/APN-117,0,0,0,0,0
2295,EMITTER_AN_APN_118,AN/APN-118,0,0,0,0,0
2340,EMITTER_AN_APN_130,AN/APN-130,0,0,0,0,0
2385,EMITTER_AN_APN_131,AN/APN-131,0,0,0,0,0
2430,EMITTER_AN_APN_133,AN/APN-133,0,0,0,0,0
2475,EMITTER_AN_APN_134,AN/APN-134,0,0,0,0,0
2520,EMITTER_AN_APN_147,AN/APN-147,0,0,0,0,0
2565,EMITTER_AN_APN_150,AN/APN-150,0,0,0,0,0
2610,EMITTER_AN_APN_153,AN/APN-153,0,0,0,0,0
2655,EMITTER_AN_APN_154,AN/APN-154,0,0,0,0,0
2700,EMITTER_AN_APN_155,AN/APN-155,0,0,0,0,0
2745,EMITTER_AN_APN_159,AN/APN-159,0,0,0,0,0
2790,EMITTER_AN_APN_182,AN/APN-182,0,0,0,0,0
2835,EMITTER_AN_APN_187,AN/APN-187,0,0,0,0,0
2880,EMITTER_AN_APN_190,AN/APN-190,0,0,0,0,0
2925,EMITTER_AN_APN_194,AN/APN-194,0,0,0,0,0
2970,EMITTER_AN_APN_195,AN/APN-195,0,0,0,0,0
3015,EMITTER_AN_APN_198,AN/APN-198,0,0,0,0,0
3060,EMITTER_AN_APN_200,AN/APN-200,0,0,0,0,0
3105,EMITTER_AN_APN_202,AN/APN-202,0,0,0,0,0
3120,EMITTER_AN_APN_209,AN/APN-209,0,0,0,1,1
3150,EMITTER_AN_APN_217,AN/APN-217,0,0,0,0,0
3152,EMITTER_AN_APN_218,AN/APN-218,0,0,0,0,0
3153,EMITTER_AN_APN_224,AN/APN-224,0,0,0,1,1
3154,EMITTER_AN_APN_227,AN/APN-227,0,0,0,1,1
3155,EMITTER_AN_APN_230,AN/APN-230,0,0,0,1,1
3156,EMITTER_AN_APN_232,AN/APN-232,0,0,0,1,1
3158,EMITTER_AN_APN_234,AN/APN-234,0,0,0,1,1
3159,EMITTER_AN_APN_235,AN/APN-235,0,0,0,1,1
3160,EMITTER_AN_APN_238,AN/APN-238,0,0,0,0,0
3162,EMITTER_AN_APN_239,AN/APN-239,0,0,0,0,0
3164,EMITTER_AN_APN_241,AN/APN-241,0,0,0,0,0
3166,EMITTER_AN_APN_242,AN/APN-242,0,0,0,0,0
3170,EMITTER_AN_APN_243,AN/APN-243,0,0,0,1,1
3195,EMITTER_AN_APN_506,AN/APN-506,0,0,0,0,0
3240,EMITTER_AN_APQ_72,AN/APQ-72,0,0,0,0,0
3285,EMITTER_AN_APQ_99,AN/APQ-99,0,0,0,0,0
3330,EMITTER_AN_APQ_100,AN/APQ-100,0,0,0,0,0
3375,EMITTER_AN_APQ_102,AN/APQ-102,0,0,0,0,0
3420,EMITTER_AN_APQ_109,AN/APQ-109,0,0,0,0,0
3465,EMITTER_AN_APQ_113,AN/APQ-113,0,0,0,0,0
3510,EMITTER_AN_APQ_120,AN/APQ-120,0,0,0,0,0
3555,EMITTER_AN_APQ_126,AN/APQ-126,0,0,0,0,0
3600,EMITTER_AN_APQ_128,AN/APQ-128,0,0,0,0,0
3645,EMITTER_AN_APQ_129,AN/APQ-129,0,0,0,0,0
3690,EMITTER_AN_APQ_148,AN/APQ-148,0,0,0,0,0
3735,EMITTER_AN_APQ_153,AN/APQ-153,0,0,0,0,0
3780,EMITTER_AN_APQ_159,AN/APQ-159,0,0,0,0,0
3785,EMITTER_AN_APQ_164,AN/APQ-164,0,0,0,0,0
3788,EMITTER_AN_APQ_166,AN/APQ-166,0,0,0,0,0
3795,EMITTER_AN_APQ_181,AN/APQ-181,0,0,0,0,0
3820,EMITTER_AN_APS_31,AN/APS-31,0,0,0,0,0
3825,EMITTER_AN_APS_42,AN/APS-42,0,0,0,0,0
3870,EMITTER_AN_APS_80,AN/APS-80,0,0,0,0,0
3915,EMITTER_AN_APS_88,AN/APS-88,0,0,0,0,0
3960,EMITTER_AN_APS_115,AN/APS-115,0,0,0,0,0
4005,EMITTER_AN_APS_116,AN/APS-116,0,0,0,0,0
4050,EMITTER_AN_APS_120,AN/APS-120,0,0,0,0,0
4095,EMITTER_AN_APS_121,AN/APS-121,0,0,0,0,0
4140,EMITTER_AN_APS_124,AN/APS-124,0,0,0,0,0
4185,EMITTER_AN_APS_125,AN/APS-125,0,0,0,0,0
4230,EMITTER_AN_APS_128,AN/APS-128,0,0,0,0,0
4275,EMITTER_AN_APS_130,AN/APS-130,0,0,0,0,0
4320,EMITTER_AN_APS_133,AN/APS-133,0,0,0,0,0
4365,EMITTER_AN_APS_134,AN/APS-134,0,0,0,0,0
4410,EMITTER_AN_APS_137,AN/APS-137,0,0,0,0,0
4455,EMITTER_AN_APS_138,AN/APS-138,0,0,0,0,0
4465,EMITTER_AN_APS_143V1,AN/APS-143(V)1,0,0,0,0,0
4480,EMITTER_AN_APS_150,AN/APS-150,0,0,0,1,1
4500,EMITTER_AN_APW_22,AN/APW-22,0,0,0,0,0
4545,EMITTER_AN_APW_23,AN/APW-23,0,0,0,0,0
4590,EMITTER_AN_APX_6,AN/APX-6,0,0,0,0,0
4635,EMITTER_AN_APX_7,AN/APX-7,0,0,0,0,0
4680,EMITTER_AN_APX_39,AN/APX-39,0,0,0,0,0
4725,EMITTER_AN_APX_72,AN/APX-72,0,0,0,0,0
4770,EMITTER_AN_APX_76,AN/APX-76,0,0,0,0,0
4815,EMITTER_AN_APX_78,AN/APX-78,0,0,0,0,0
4860,EMITTER_AN_APX_101,AN/APX-101,0,0,0,0,0
4870,EMITTER_AN_APX_113_AIFF,AN/APX-113 AIFF,0,0,0,0,0
4900,EMITTER_AN_APY_1,AN/APY-1,0,0,0,0,0
4905,EMITTER_AN_APY_2,AN/APY-2,0,0,0,0,0
4950,EMITTER_AN_APY_3,AN/APY-3,0,0,0,0,0
4952,EMITTER_AN_APY_7,AN/APY-7,0,0,0,1,1
4953,EMITTER_AN_APY_8,AN/APY-8,0,LYNX,0,0,0
4995,EMITTER_AN_ARN_21,AN/ARN-21,0,0,0,0,0
5040,EMITTER_AN_ARN_52,AN/ARN-52,0,0,0,0,0
5085,EMITTER_AN_ARN_84,AN/ARN-84,0,0,0,0,0
5130,EMITTER_AN_ARN_118,AN/ARN-118,0,0,0,0,0
5165,EMITTER_AN_ARN_153,AN/ARN-153,0,0,0,1,1
5175,EMITTER_AN_ARW_73,AN/ARW-73,0,0,0,0,0
5220,EMITTER_AN_ASB_1,AN/ASB-1,0,0,0,0,0
5265,EMITTER_AN_ASG_21,AN/ASG-21,0,0,0,0,0
5280,EMITTER_AN_ASQ_108,AN/ASQ-108,0,0,0,0,0
5310,EMITTER_AN_AWG_9,AN/AWG-9,0,0,0,0,0
5355,EMITTER_AN_BPS_9,AN/BPS-9,0,0,0,0,0
5400,EMITTER_AN_BPS_15,AN/BPS-15,0,0,0,0,0
5405,EMITTER_AN_BPS_16,AN/BPS-16,0,0,0,0,0
5420,EMITTER_AN_CRM_30,AN/CRM-30,0,0,0,0,0
5430,EMITTER_AN_DPW_23,AN/DPW-23,0,0,0,0,0
5445,EMITTER_AN_DSQ_26_PHOENIX_MH,AN/DSQ-26 Phoenix MH,0,0,0,0,0
5490,EMITTER_AN_DSQ_28_HARPOON_MH,AN/DSQ-28 Harpoon MH,0,0,0,0,0
5495,EMITTER_AN_FPN_40,AN/FPN-40,0,0,0,0,0
5500,EMITTER_AN_FPN_62,AN/FPN-62,0,0,0,0,0
5505,EMITTER_AN_FPS_16,AN/FPS-16,0,0,0,0,0
5507,EMITTER_AN_FPS_18,AN/FPS-18,0,0,0,0,0
5508,EMITTER_AN_FPS_89,AN/FPS-89,0,0,0,0,0
5510,EMITTER_AN_FPS_117,AN/FPS-117,0,0,0,0,0
5515,EMITTER_AN_FPS_20R,AN/FPS-20R,0,0,0,0,0
5520,EMITTER_AN_FPS_77,AN/FPS-77,0,0,0,0,0
5525,EMITTER_AN_FPS_103,AN/FPS-103,0,0,0,0,0
5527,EMITTER_AN_GPN_12,AN/GPN-12,0,0,0,0,0
5530,EMITTER_AN_GPX_6,AN/GPX-6,0,0,0,0,0
5535,EMITTER_AN_GPX_8,AN/GPX-8,0,0,0,0,0
5537,EMITTER_AN_GRN_12,AN/GRN-12,0,0,0,0,0
5540,EMITTER_AN_MPQ_10,AN/MPQ-10,0,0,0,0,0
5545,EMITTER_AN_MPQ_33_39_46_57_61_HPIR_ILL,AN/MPQ-33/39/46/57/61 (HPIR) ILL,0,0,0,0,0
5550,EMITTER_AN_MPQ_34_48_55_62_CWAR_TA,AN/MPQ-34/48/55/62 (CWAR) TA,0,0,0,0,0
5551,EMITTER_AN_MPQ_49,AN/MPQ-49,0,0,0,0,0
5555,EMITTER_AN_MPQ_35_50_PAR_TA,AN/MPQ-35/50 (PAR) TA,0,0,0,0,0
5560,EMITTER_AN_MPQ_37_51_ROR_TT,AN/MPQ-37/51 (ROR) TT,0,0,0,0,0
5570,EMITTER_AN_MPQ_53,AN/MPQ-53,0,0,0,0,0
5571,EMITTER_AN_MPQ_63,AN/MPQ-63,0,0,0,0,0
5575,EMITTER_AN_MPQ_64,AN/MPQ-64,0,0,0,0,0
5580,EMITTER_AN_SPG_34,AN/SPG-34,0,0,0,0,0
5625,EMITTER_AN_SPG_50,AN/SPG-50,0,0,0,0,0
5670,EMITTER_AN_SPG_51,AN/SPG-51,0,0,0,0,0
5715,EMITTER_AN_SPG_51_CWI_TI,AN/SPG-51 CWI TI,0,0,0,0,0
5760,EMITTER_AN_SPG_51_FC,AN/SPG-51 FC,0,0,0,0,0
5805,EMITTER_AN_SPG_52,AN/SPG-52,0,0,0,0,0
5850,EMITTER_AN_SPG_53,AN/SPG-53,0,0,0,0,0
5895,EMITTER_AN_SPG_55B,AN/SPG-55B,0,0,0,0,0
5940,EMITTER_AN_SPG_60,AN/SPG-60,0,0,0,0,0
5985,EMITTER_AN_SPG_62,AN/SPG-62,0,0,0,0,0
6030,EMITTER_AN_SPN_35,AN/SPN-35,0,0,0,0,0
6075,EMITTER_AN_SPN_43,AN/SPN-43,0,0,0,0,0
6120,EMITTER_AN_SPQ_2,AN/SPQ-2,0,0,0,0,0
6165,EMITTER_AN_SPQ_9,AN/SPQ-9,0,0,0,0,0
6210,EMITTER_AN_SPS_4,AN/SPS-4,0,0,0,0,0
6255,EMITTER_AN_SPS_5,AN/SPS-5,0,0,0,0,0
6300,EMITTER_AN_SPS_5C,AN/SPS-5C,0,0,0,0,0
6345,EMITTER_AN_SPS_6,AN/SPS-6,0,0,0,0,0
6390,EMITTER_AN_SPS_10,AN/SPS-10,0,0,0,0,0
6435,EMITTER_AN_SPS_21,AN/SPS-21,0,0,0,0,0
6480,EMITTER_AN_SPS_28,AN/SPS-28,0,0,0,0,0
6525,EMITTER_AN_SPS_37,AN/SPS-37,0,0,0,0,0
6570,EMITTER_AN_SPS_39A,AN/SPS-39A,0,0,0,0,0
6615,EMITTER_AN_SPS_40,AN/SPS-40,0,0,0,0,0
6660,EMITTER_AN_SPS_41,AN/SPS-41,0,0,0,0,0
6705,EMITTER_AN_SPS_48,AN/SPS-48,0,0,0,0,0
6750,EMITTER_AN_SPS_48C,AN/SPS-48C,0,0,0,0,0
6752,EMITTER_AN_SPS_48E,AN/SPS-48E,0,0,0,0,0
6795,EMITTER_AN_SPS_49,AN/SPS-49,0,0,0,0,0
6796,EMITTER_AN_SPS_49V1,AN/SPS-49(V)1,0,0,0,0,0
6797,EMITTER_AN_SPS_49V2,AN/SPS-49(V)2,0,0,0,0,0
6798,EMITTER_AN_SPS_49V3,AN/SPS-49(V)3,0,0,0,0,0
6799,EMITTER_AN_SPS_49V4,AN/SPS-49(V)4,0,0,0,0,0
6800,EMITTER_AN_SPS_49V5,AN/SPS-49(V)5,0,0,0,0,0
6801,EMITTER_AN_SPS_49V6,AN/SPS-49(V)6,0,0,0,0,0
6802,EMITTER_AN_SPS_49V7,AN/SPS-49(V)7,0,0,0,0,0
6803,EMITTER_AN_SPS_49V8,AN/SPS-49(V)8,0,0,0,0,0
6804,EMITTER_AN_SPS_49AV1,AN/SPS-49A(V)1,0,0,0,0,0
6840,EMITTER_AN_SPS_52,AN/SPS-52,0,0,0,0,0
6885,EMITTER_AN_SPS_53,AN/SPS-53,0,0,0,0,0
6930,EMITTER_AN_SPS_55,AN/SPS-55,0,0,0,0,0
6975,EMITTER_AN_SPS_55_SS,AN/SPS-55-SS,0,0,0,0,0
7020,EMITTER_AN_SPS_58,AN/SPS-58,0,0,0,0,0
7065,EMITTER_AN_SPS_59,AN/SPS-59,0,0,0,0,0
7110,EMITTER_AN_SPS_64,AN/SPS-64,0,0,0,0,0
7155,EMITTER_AN_SPS_65,AN/SPS-65,0,0,0,0,0
7200,EMITTER_AN_SPS_67,AN/SPS-67,0,0,0,0,0
7245,EMITTER_AN_SPY_1,AN/SPY-1,0,0,0,0,0
7250,EMITTER_AN_SPY_1A,AN/SPY-1A,0,0,0,0,0
7252,EMITTER_AN_SPY_1B,AN/SPY-1B,0,0,0,0,0
7253,EMITTER_AN_SPY_1BV,AN/SPY-1B(V),0,0,0,0,0
7260,EMITTER_AN_SPY_1D,AN/SPY-1D,0,0,0,0,0
7261,EMITTER_AN_SPY_1DV,AN/SPY-1D(V),0,0,0,0,0
7265,EMITTER_AN_SPY_1F,AN/SPY-1F,0,0,0,0,0
7270,EMITTER_AN_TPN_17,AN/TPN-17,0,0,0,0,0
7275,EMITTER_AN_TPN_24,AN/TPN-24,0,0,0,0,0
7280,EMITTER_AN_TPQ_18,AN/TPQ-18,0,0,0,0,0
7295,EMITTER_AN_TPQ_36,AN/TPQ-36,0,0,0,0,0
7300,EMITTER_AN_TPQ_37,AN/TPQ-37,0,0,0,0,0
7301,EMITTER_AN_TPQ_38_V8,AN/TPQ-38-(V8),0,0,0,0,0
7303,EMITTER_AN_TPQ_47,AN/TPQ-47,0,0,0,0,0
7305,EMITTER_AN_TPS_43,AN/TPS-43,0,0,0,0,0
7310,EMITTER_AN_TPS_43E,AN/TPS-43E,0,0,0,0,0
7315,EMITTER_AN_TPS_59,AN/TPS-59,0,0,0,0,0
7320,EMITTER_AN_TPS_63,AN/TPS-63,0,0,0,0,0
7322,EMITTER_AN_TPS_70V1,AN/TPS-70(V)1,0,0,0,0,0
7325,EMITTER_AN_TPS_75,AN/TPS-75,0,0,0,0,0
7330,EMITTER_AN_TPX_46V7,AN/TPX-46(V)7,0,0,0,0,0
7335,EMITTER_AN_ULQ_6A,AN/ULQ-6A,0,0,0,0,0
7380,EMITTER_AN_UPN_25,AN/UPN-25,0,0,0,0,0
7425,EMITTER_AN_UPS_1,AN/UPS-1,0,0,0,0,0
7426,EMITTER_AN_UPS_2,AN/UPS-2,0,0,0,0,0
7470,EMITTER_AN_UPX_1,AN/UPX-1,0,0,0,0,0
7515,EMITTER_AN_UPX_5,AN/UPX-5,0,0,0,0,0
7560,EMITTER_AN_UPX_11,AN/UPX-11,0,0,0,0,0
7605,EMITTER_AN_UPX_12,AN/UPX-12,0,0,0,0,0
7650,EMITTER_AN_UPX_17,AN/UPX-17,0,0,0,0,0
7695,EMITTER_AN_UPX_23,AN/UPX-23,0,0,0,0,0
7740,EMITTER_AN_VPS_2,AN/VPS-2,0,0,0,0,0
7785,EMITTER_APELCO_AD_7_7,0,0,Apelco AD 7 7,0,0,0
7830,EMITTER_APG_71,APG 71,0,0,0,0,0
7875,EMITTER_APN_148,APN 148,0,0,0,0,0
7920,EMITTER_APN_227,APN 227,0,0,0,0,0
8100,EMITTER_APS_504_V3,APS 504 V3,0,0,0,0,0
8105,EMITTER_AR_3D,AR 3D,0,0,0,0,0
8112,EMITTER_PLESSEY_AR_5,0,0,Plessey AR-5,0,0,0
8115,EMITTER_AR_320,AR 320,0,0,0,0,0
8120,EMITTER_AR_327,AR 327,0,0,0,0,0
8145,EMITTER_AR_M31,AR M31,0,0,0,0,0
8190,EMITTER_ARI_5954,ARI 5954,0,0,0,0,0
8235,EMITTER_ARI_5955,ARI 5955,0,0,0,0,0
8280,EMITTER_ARI_5979,ARI 5979,0,0,0,0,0
8325,EMITTER_ARINC_564_BNDX_KING_RDR_1E,0,0,ARINC 564 BNDX/KING RDR 1E,0,0,0
8370,EMITTER_ARINC_700_BNDX_KING_RDR_1E,0,0,ARINC 700 BNDX/KING RDR 1E,0,0,0
8375,EMITTER_ARK_1,ARK-1,0,0,0,0,0
8380,EMITTER_ARSR_3,ARSR-3,0,0,0,0,0
8390,EMITTER_ARSR_18,ARSR-18,0,0,0,0,0
8415,EMITTER_AS_2_KIPPER,0,AS 2 Kipper,0,0,0,0
8460,EMITTER_AS_2_KIPPER_MH,0,AS 2 Kipper MH,0,0,0,0
8505,EMITTER_AS_4_KITCHEN,0,AS 4 Kitchen,0,0,0,0
8550,EMITTER_AS_4_KITCHEN_MH,0,AS 4 Kitchen MH,0,0,0,0
8595,EMITTER_AS_5_KELT_MH,0,AS 5 Kelt MH,0,0,0,0
8640,EMITTER_AS_6_KINGFISH_MH,0,AS 6 Kingfish MH,0,0,0,0
8685,EMITTER_AS_7_KERRY,0,AS 7 Kerry,0,0,0,0
8730,EMITTER_AS_7_KERRY_MG,0,AS 7 Kerry MG,0,0,0,0
8735,EMITTER_AS_15_KENT_ALTIMETER,0,AS 15 KENT altimeter,0,0,0,0
8760,EMITTER_ASPIDE_AAM_SAM_ILL,Aspide AAM/SAM ILL,0,0,0,0,0
